鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
大安區,土地,龍泉段二小段551地號,107.28,都市：其他:道路用地(公共設施用地)。44/7/5,,,1110822,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6630540,61806,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPPOMLRJRHHGFFA38EA,0.0,0.0,0.0,無,028
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１０１巷２９號四樓,46.0,住,,,1110812,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,107.46,5,2,2,有,無,34125000,317560,,0.0,0,頂樓加蓋；,RPXNMLMKRHHGFFA68EA,94.11,0.0,13.35,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞湖街１０３號五樓之１,79.47,工,,,1110815,土地1建物1車位6,五層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0890113,621.11,3,0,0,有,有,56000000,108890,坡道平面,189.48,9000000,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLPJRHHGFCA28EA,277.3,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區光復南路６９６號五樓之５,4.56,商,,,1110802,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,44.58,1,1,1,有,有,14400000,323015,,0.0,0,陽台外推；,RPUNMLNKPHHGFFA28EA,22.02,0.0,8.01,有,029
信義區,房地(土地+建物),臺北市信義區忠孝東路五段３１巷１８弄１９號二樓,13.26,都市：其他:第三種住宅區。,,,1110801,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970918,50.09,3,1,1,有,有,15500000,309443,,0.0,0,,RPTRMLLJQHHGFDA18EA,25.35,4.52,4.81,有,030
南港區,房地(土地+建物),臺北市南港區興南街１９號二樓,17.33,工,,,1110831,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0790420,47.099999999999994,3,1,2,有,有,2400000,50955,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVRMLLJQHHGFDA38EA,39.19,0.0,3.86,無,
北投區,房地(土地+建物),臺北市北投區知行路８４號一樓,27.76,住,,,1110830,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0701218,104.77,0,0,0,無,無,7000000,66813,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSJRHHGFEA48EA,87.77,0.0,11.51,無,
北投區,房地(土地+建物),臺北市北投區中和街４５８巷４４弄８號,67.0,住,,,1110809,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0620605,70.5,3,2,2,有,無,15600000,221277,,0.0,0,壹樓防火巷外推陽台外推；頂樓加蓋；其他增建；,RPWNMLSJRHHGFEA98EA,70.5,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區福港街１２９巷５號二樓,31.83,商,,,1110807,土地2建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640506,98.4,3,2,2,有,無,12000000,121951,,0.0,0,陽台外推；,RPOOMLSJRHHGFEA28EA,98.4,0.0,0.0,無,
松山區,土地,寶清段四小段596地號,2.13,都市：其他:道路用地(公共設施用地)。58/8/27,,,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,196480,92244,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPVNMLRJRHHGFDA68EA,0.0,0.0,0.0,無,031
松山區,土地,寶清段四小段596地號,1.07,都市：其他:道路用地(公共設施用地)。58/8/27,,,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,98240,91813,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPWNMLRJRHHGFDA78EA,0.0,0.0,0.0,無,031
松山區,土地,寶清段四小段596地號,1.07,都市：其他:道路用地(公共設施用地)。58/8/27,,,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,98240,91813,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPXNMLRJRHHGFDA88EA,0.0,0.0,0.0,無,031
松山區,土地,寶清段四小段596地號,1.07,都市：其他:道路用地(公共設施用地)。58/8/27,,,1110822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,98240,91813,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPOOMLRJRHHGFDA08EA,0.0,0.0,0.0,無,031
松山區,房地(土地+建物),臺北市松山區八德路四段４４５號五樓之８,3.74,商,,,1110817,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,38.51,1,1,1,有,有,9900000,257076,,0.0,0,夾層；,RPUOMLSJRHHGFDA78EA,20.57,0.75,2.24,有,035
中山區,房地(土地+建物),臺北市中山區松江路６４巷７號五樓,15.0,住,,,1110806,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720110,54.6,2,2,1,有,無,13800000,252747,,0.0,0,其他增建:天井加蓋之增建物陽台外推；其他增建；,RPORMLQKOHHGFCA97EA,47.17,0.0,7.43,無,036
中山區,房地(土地+建物),臺北市中山區北安路６２１巷４８號五樓,25.15,住,,,1110810,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740705,121.39,3,2,2,有,有,31880000,262625,,0.0,0,陽台外推；,RPPRMLQKOHHGFCA08EA,100.66,1.67,10.04,有,
中山區,房地(土地+建物),臺北市中山區新生北路二段１３３巷１８號三樓之３,7.13,商,,,1110817,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690110,33.4,1,1,1,有,有,5200000,155689,,0.0,0,急買急賣；,RPWQMLRJRHHGFCA98EA,23.54,0.0,3.37,有,
中山區,房地(土地+建物),臺北市中山區雙城街１９巷８號五樓之８,7.14,商,,,1110822,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,68.0,2,1,1,有,有,16200000,238235,,0.0,0,夾層；,RPQPMLSJRHHGFCA38EA,39.7,0.63,5.18,有,037
中山區,房地(土地+建物),臺北市中山區天祥路２２號二樓,28.2,住,,,1110815,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610731,118.79,4,2,1,有,無,20000000,168364,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUPMLSJRHHGFCA78EA,118.79,0.0,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷１２弄２０號三樓,30.71,住,,,1110829,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681128,101.61,3,2,2,有,無,15000000,147623,,0.0,0,,RPPNMLMKRHHGFCA57EA,85.4,0.0,16.21,無,
中正區,房地(土地+建物),臺北市中正區忠孝西路一段５０號二十三樓之１１,5.05,商,,,1110816,土地1建物1車位0,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0790815,93.77,0,0,0,無,有,23500000,250613,,0.0,0,,RPVOMLSJRHHGFBA68EA,58.24,0.0,6.67,有,
文山區,房地(土地+建物),臺北市文山區辛亥路五段１７號,9.36,商,,,1110813,土地1建物1車位0,一層，電梯樓梯間，停車場,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0680412,33.06,0,0,0,無,無,7000000,211736,,0.0,0,使用現況店鋪.有兩衛親友、員工、共有人或其他特殊關係間之交易；,RPWNMLMKRHHGFAA08EA,28.69,4.37,0.0,無,
北投區,土地,豐年段三小段740地號,170.64,農,,,1110815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4026126,23594,,0.0,0,,RPQPMLMJRHHGFEA87DA,0.0,0.0,0.0,無,
北投區,土地,豐年段三小段274地號,532.47,農,,,1110815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12563538,23595,,0.0,0,,RPTNMLMJRHHGFEA97DA,0.0,0.0,0.0,無,038
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段７１巷９弄１９號二樓之６,20.14,住,,,1110806,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0830323,93.41,2,1,1,有,有,19000000,203404,坡道機械,0.0,0,其他增建；,RPOQMLLJRHHGFEA67DA,51.18,4.31,0.0,有,
士林區,土地,富安段三小段309-1地號,489.4,都市：其他:遊樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1110825,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,51075000,104362,,0.0,0,含地上物包含公共設施保留地用地；,RPQNMLSJRHHGFEA28DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區天母東路７７之６號五樓,21.35,住,,,1110809,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740508,113.65,3,2,2,有,有,26000000,228773,,0.0,0,,RPVNMLOLQHHGFEA48DA,84.23,0.0,13.03,有,
士林區,房地(土地+建物),臺北市士林區中山北路六段４５０巷２７號三樓,27.92,住,,,1110813,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740108,106.09,3,2,2,有,無,19200000,180978,,0.0,0,陽台外推；其他增建；,RPWOMLMLQHHGFEA48DA,88.21,0.0,9.6,無,039
北投區,房地(土地+建物),臺北市北投區文林北路２６４號三樓,24.75,住,,,1110804,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600720,73.76,2,2,1,有,無,14500000,196584,,0.0,0,,RPXNMLPJQHHGFEA58DA,73.76,0.0,0.0,無,040
士林區,房地(土地+建物),臺北市士林區葫蘆街１３５巷１７號五樓,29.99,都市：其他:第三種住宅區。,,,1110808,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690115,110.37,3,2,1,有,無,11500000,104195,,0.0,0,頂樓加蓋；,RPTRMLKMQHHGFEA38DA,92.55,0.0,17.82,無,041
松山區,房地(土地+建物),臺北市松山區民生東路五段１７７巷４之４號二樓,41.0,都市：其他:住宅用地(民生社區特定專用區)。,,,1110815,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610612,93.48,3,2,1,有,無,11600000,124091,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLRJRHHGFDA08DA,93.48,0.0,0.0,無,
信義區,車位,臺北市信義區吳興街６００巷６０之７號,0.05,住,,,1110807,土地1建物1車位1,一層，地下一層,七層,其他,多戶住宅,鋼筋混凝土造,1100503,13.41,0,0,0,無,有,1680000,,塔式車位,13.41,1680000,,SPQPMLLMQHHGFDA97DA,0.0,0.0,0.0,有,042
信義區,土地,永吉段三小段309地號,8.0,住,,,1110831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100000,512500,,0.0,0,,RPSNMLLJRHHGFDA67DA,0.0,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區新東街２０巷２４號,42.38,都市：其他:住宅用地(民生社區特定專用區)。,,,1110805,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620608,112.29,3,2,1,有,無,24000000,213732,,0.0,0,,RPQNMLMKQHHGFDA57DA,103.75,0.0,8.54,無,
中山區,房地(土地+建物),臺北市中山區松江路６４巷２２號五樓之１,12.65,商,,,1110829,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051230,66.74000000000001,2,1,1,有,無,17100000,256218,,0.0,0,陽台外推；夾層；其他增建；,RPXPMLQJRHHGFCA78DA,29.01,4.24,6.74,有,043
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２０６巷１４３弄３號二樓,38.36,住,,,1110818,土地1建物2車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020328,109.67,3,2,2,有,有,21300000,194219,坡道平面,16.06,0,,RPWOMLPJRHHGFCA48DA,46.88,7.49,4.05,有,044
中山區,房地(土地+建物),臺北市中山區新生北路一段５４號六樓之１,7.0,商,,,1110807,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770613,68.81,2,2,1,有,有,16020000,232815,,0.0,0,陽台外推；其他增建；,RPRQMLQLQHHGFCA38DA,41.59,0.04,7.89,有,
萬華區,房地(土地+建物),臺北市萬華區康定路１０５號二十一樓之１２,3.46,商,,,1110816,土地1建物1車位0,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,51.230000000000004,1,1,1,有,有,10660000,208081,,0.0,0,,RPROMLRJRHHGFBA08DA,30.02,0.61,3.21,有,045
萬華區,房地(土地+建物),臺北市萬華區東園街６６巷７弄１４之３號三樓,20.61,住,,,1110812,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850615,74.94,3,1,1,有,有,10000000,133440,,0.0,0,陽台外推；夾層；,RPWNMLRJRHHGFBA48DA,45.14,1.1,5.57,無,
文山區,房地(土地+建物)+車位,臺北市文山區福興路９５巷２３號七樓之１,32.37,住,,,1110813,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890626,129.26999999999998,3,2,2,有,有,18500000,171732,坡道平面,33.19,2000000,其他增建；,RPSOMLRJRHHGFAA08DA,74.49,0.0,4.73,有,
中正區,房地(土地+建物),臺北市中正區和平西路一段５９號七樓之１７,4.26,商,,,1110823,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0970513,38.12,1,0,1,有,有,14500000,380378,,0.0,0,其他增建；,RPPNMLOLQHHGFAA47DA,18.39,0.0,6.35,有,046
文山區,車位,臺北市文山區福興路９５巷２３號等共同使用部份,8.22,住,,,1110810,土地1建物1車位1,,,其他,,,,33.19,0,0,0,有,有,1600000,,坡道平面,33.19,1600000,僅車位交易；,RPPOMLTLPHHGFAA97DA,0.0,0.0,0.0,有,
文山區,土地,華興段二小段961地號,1.4,都市：其他:道路用地(公共設施用地)。61/1/25,,,1110830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,43542,31101,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPRNMLLLQHHGFAA37DA,0.0,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區景興路４２巷４弄５之１號三樓,34.63,住,,,1110807,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631102,93.05,3,2,1,有,無,14650000,157442,,0.0,0,,RPQPMLLJRHHGFAA37DA,93.05,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區萬大路４２４巷１０８號四樓,33.11,住,,,1110813,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680818,112.59,4,2,3,有,無,16500000,146549,,0.0,0,陽台外推；其他增建；,RPRNMLLMQHHGFBA57DA,100.39,0.0,12.2,無,
萬華區,房地(土地+建物),臺北市萬華區環河南路一段７１號九樓之２７,1.88,商,,,1110807,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660829,19.099999999999998,1,0,1,有,有,2250000,117801,,0.0,0,,RPQOMLQJRHHGFBA87DA,15.28,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區民權西路３５號九樓、３５號九樓之１,11.16,商,,,1110817,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0691231,128.19,0,2,2,有,有,24200000,188782,,0.0,0,陽台外推；,RPPNMLSKQHHGFCA97DA,86.14,0.0,13.7,有,
內湖區,房地(土地+建物),臺北市內湖區環山路一段１３６巷１８弄６號三樓,28.64,住,,,1110820,土地4建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660609,76.69,3,2,1,有,無,14050000,183205,,0.0,0,陽台外推；其他增建；,RPTPMLTLQHHGFCA78DA,68.94,0.0,7.75,無,047
中山區,房地(土地+建物)+車位,臺北市中山區林森北路４８１號八樓之１,4.7,商,,,1110811,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,63.03,1,1,1,有,有,11110000,176265,坡道機械,19.78,0,陽台外推；夾層；其他增建；,RPQNMLLMQHHGFCA57DA,23.02,0.74,3.11,有,
內湖區,房地(土地+建物),臺北市內湖區金湖路３６３巷２５弄１７號,33.93,住,,,1110823,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970416,80.01,2,1,1,有,有,18500000,231221,,0.0,0,夾層；,RPWOMLMJRHHGFCA18DA,44.15,4.87,6.33,有,
內湖區,土地,潭美段三小段940地號,391.43,工,,,1110808,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,166221102,424651,,0.0,0,,RPPQMLSJRHHGFCA28DA,0.0,0.0,0.0,無,048
內湖區,建物,臺北市內湖區瑞光路２５３巷１５號八樓,0.0,,,,1110801,土地0建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860214,140.14,3,2,2,有,有,12800000,91337,,0.0,0,地上權房屋；,RPXPMLMKRHHGFCA48DA,95.31,0.0,9.86,有,
信義區,房地(土地+建物),臺北市信義區和平東路三段４３５巷１０弄１８號二樓,17.62,住,,,1110801,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,52.63,2,1,1,有,無,12500000,237507,,0.0,0,陽台外推；其他增建；,RPRUMLOLQHHGFDA68DA,52.63,0.0,0.0,無,049
信義區,房地(土地+建物),臺北市信義區基隆路一段１３３號九樓之６,6.3,商,,,1110826,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950802,54.38,1,1,1,有,有,18800000,345715,,0.0,0,夾層；其他增建；,RPWNMLLJRHHGFDA08DA,34.0,2.02,1.9,有,050
信義區,土地,雅祥段二小段482地號,0.17,都市：其他:道路用地(公共設施用地)。51/2/2,,,1110829,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8433,0,,0.0,0,包含公共設施保留地用地；,RPQPMLQJRHHGFDA18DA,0.0,0.0,0.0,無,
信義區,土地,雅祥段二小段482-1地號,15.09,都市：其他:道路用地(公共設施用地)。51/2/2,,,1110829,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,748418,49597,,0.0,0,包含公共設施保留地用地；,RPRPMLQJRHHGFDA28DA,0.0,0.0,0.0,無,051
信義區,土地,雅祥段二小段482-1地號,15.09,都市：其他:道路用地(公共設施用地)。51/2/2,,,1110829,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,748418,49597,,0.0,0,包含公共設施保留地用地；,RPSPMLQJRHHGFDA38DA,0.0,0.0,0.0,無,051
南港區,車位,臺北市南港區成福路１２９、１３１、１３３、１３５、１３７號門牌房屋地下二層,0.06,住,,,1110816,土地1建物1車位1,地下二層,七層,其他,停車空間,鋼筋混凝土造,0830924,39.269999999999996,0,0,0,有,有,1800000,,升降平面,39.26,1800000,僅車位交易；,RPVOMLRJRHHGFDA68DA,0.0,0.0,0.0,有,053
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路１５７巷３６弄１１２號十四樓,46.86,住,,,1110808,土地1建物1車位2,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,328.03999999999996,4,2,2,有,有,57500000,221708,坡道平面,90.34,4800000,,RPQNMLSJRHHGFDA18DA,144.66,11.86,12.92,有,054
南港區,房地(土地+建物),臺北市南港區南港路一段１７１巷１之７號,46.0,住,,,1110812,土地1建物1車位0,全,一層,透天厝,住家用,磚石造,0501015,44.85,0,1,1,有,無,18800000,419175,,0.0,0,頂樓加蓋部份2房0廳1衛頂樓加蓋；,RPWNMLMKRHHGFDA28DA,44.85,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區天母北路２８巷３９號三樓之１１,7.36,住,,,1110815,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970130,39.44,1,1,1,有,有,11250000,285243,,0.0,0,陽台外推；夾層；,RPSOMLMKRHHGFEA08DA,20.4,1.23,2.39,有,055
北投區,房地(土地+建物)+車位,臺北市北投區崗山路２２之１號,47.63,住,,,1110812,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801213,351.87,5,3,3,有,有,18200000,51724,升降平面,24.18,0,其他增建；,RPSOMLTLQHHGFEA78DA,132.84,184.65,0.0,有,056
北投區,房地(土地+建物),臺北市北投區光明路２２０號八樓,9.31,都市：其他:特定觀光商業專用區。,,,1110817,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670104,108.47,3,1,2,有,有,14500000,133678,,0.0,0,,RPSPMLMJRHHGFEA08DA,80.62,0.0,10.8,有,
士林區,房地(土地+建物),臺北市士林區忠誠路一段１６巷１４弄６號四樓,22.03,住,,,1110815,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750430,123.05999999999999,3,2,2,有,有,23650000,192183,,0.0,0,,RPXQMLKMQHHGFEA68DA,80.0,22.29,8.53,無,057
士林區,土地,溪洲段三小段520地號,49.87,商,,,1110825,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4222400,84668,,0.0,0,包含公共設施保留地用地；,RPWNMLRJRHHGFEA78DA,0.0,0.0,0.0,無,058
大安區,土地,仁愛段三小段502地號,62.24,都市：其他:道路用地(公共設施用地)。48/3/13,,,1110830,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11612623,186578,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPSOMLQLQHHGFFA58DA,0.0,0.0,0.0,無,
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段７７巷９２弄３號八樓,129.27,住,,,1110813,土地3建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920922,225.03,4,2,2,有,有,34000000,151091,坡道平面,0.0,0,,RPQOMLMKRHHGFAA57EA,124.62,0.0,20.47,有,
文山區,房地(土地+建物),臺北市文山區興隆路三段１８５巷５弄２號五樓,35.42,住,,,1110815,土地7建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720823,108.00999999999999,3,2,2,有,有,10400000,96287,,0.0,0,,RPPNMLNKRHHGFAA47EA,71.27,9.46,15.49,無,
大安區,房地(土地+建物),臺北市大安區延吉街１７９號九樓,11.64,住,,,1110829,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721130,122.91,2,2,2,有,有,39800000,323814,,0.0,0,陽台外推；其他增建；,RPUNMLNKRHHGFFA38DA,86.79,0.0,14.33,有,
中正區,房地(土地+建物),臺北市中正區連雲街２６巷３號三樓,11.68,住,,,1110813,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640523,31.38,2,1,1,有,無,8600000,274060,,0.0,0,,RPQOMLMKRHHGFBA67EA,31.38,0.0,0.0,無,059
文山區,房地(土地+建物),臺北市文山區保儀路１０９巷３弄２９號四樓,21.77,住,,,1110819,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.93,3,2,1,有,無,10370000,122101,,0.0,0,,RPSNMLNKRHHGFAA77EA,84.93,0.0,0.0,無,060
中正區,房地(土地+建物),臺北市中正區廈門街３７號二樓,22.6,商,,,1110827,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620728,87.44,1,2,1,有,無,12800000,146386,,0.0,0,,RPSOMLNKRHHGFAA87EA,87.44,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區民權東路二段３６號十一樓,31.97,商,,,1110830,土地2建物1車位2,十一層，十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020206,327.78999999999996,2,3,2,有,有,81000000,247117,坡道平面,0.0,0,,RPTNMLMKRHHGFCA97EA,135.42,7.69,17.73,有,061
中山區,車位,臺北市中山區民權東路二段３０號,0.2,商,,,1110830,土地2建物1車位1,一層,十二層,其他,一般事務所,鋼筋混凝土造,1020206,43.839999999999996,0,0,0,有,有,3050000,,坡道平面,0.0,3050000,僅車位交易；,RPUNMLMKRHHGFCA08EA,0.0,0.0,0.0,有,062
萬華區,房地(土地+建物),臺北市萬華區環河南路一段２３號十一樓之１７,4.52,商,,,1110819,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720624,40.269999999999996,0,0,1,有,有,5800000,144028,,0.0,0,,RPRNMLNKRHHGFBA77EA,31.75,0.0,0.0,有,063
松山區,房地(土地+建物),臺北市松山區南京東路五段３６８號六樓,17.48,商,,,1110822,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0820303,137.25,4,1,2,有,有,21000000,153005,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKRHHGFDA87EA,107.48,0.0,14.18,有,
士林區,房地(土地+建物),臺北市士林區天母西路３號三樓之１７,18.76,,,,1110829,土地2建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670125,125.80000000000001,3,2,2,有,有,21350000,169714,,0.0,0,,RPPOMLMKRHHGFEA87EA,85.94,0.0,20.9,有,
士林區,房地(土地+建物),臺北市士林區士東路９１巷２６弄６號四樓,8.23,住,,,1110818,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980302,38.83,1,1,1,有,有,9500000,244656,,0.0,0,,RPQNMLNKRHHGFEA97EA,19.03,1.33,2.19,有,
北投區,房地(土地+建物)+車位,臺北市北投區知行路２６０巷１０號四樓,33.78,住,,,1110805,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0901009,151.51999999999998,3,2,2,有,有,20000000,131996,坡道平面,0.0,2000000,陽台向外加蓋凸窗。陽台外推；其他增建；,RPTOMLNKRHHGFEA38EA,80.83,0.0,9.89,有,
