"2011-01",0
"2011-02",0
"2011-03",6200000
"2011-04",4905000
"2011-05",7e+05
"2011-06",0
"2011-07",8175000
"2011-08",8900000
"2011-09",5500000
"2011-10",4900500
"2011-11",6381724.13793103
"2011-12",4640000
"2012-01",4241334.1
"2012-02",7067121.21212121
"2012-03",7142222.22222222
"2012-04",6650614.03508772
"2012-05",5411809.52380952
"2012-06",5134848.48484848
"2012-07",6350081.04591368
"2012-08",6527993.57956858
"2012-09",6558668.46138926
"2012-10",5559691.13157778
"2012-11",6398933.91876064
"2012-12",6440465.48500395
"2013-01",5971566.51450893
"2013-02",3942166.5493925
"2013-03",6981644.1135182
"2013-04",6993876.10052678
"2013-05",6035018.92885256
"2013-06",6979894.5343187
"2013-07",6100657.93240745
"2013-08",6075378.55967008
"2013-09",6930849.06222542
"2013-10",5495928.15633712
"2013-11",4913545.79183596
"2013-12",5864086.91044019
"2014-01",6151177.31232493
"2014-02",24043098.7831362
"2014-03",4369869.1722257
"2014-04",9564861.99143896
"2014-05",8208486.79916449
"2014-06",7616580.7762214
"2014-07",9393428.52665997
"2014-08",6968380.66341991
"2014-09",7428779.2545928
"2014-10",9052252.23614978
"2014-11",6060793.94596741
"2014-12",6653144.25645035
"2015-01",6786291.10124664
"2015-02",6550174.78433041
"2015-03",6771600.70435829
"2015-04",7564054.05738295
"2015-05",8131374.49542708
"2015-06",7422935.35137363
"2015-07",7630709.65532436
"2015-08",8238826.31218338
"2015-09",8288487.84953201
"2015-10",7430847.98632847
"2015-11",6625298.39451477
"2015-12",5613200.9183782
"2016-01",12056565.9743461
"2016-02",9087578.04097222
"2016-03",8371989.36997273
"2016-04",7170058.58478605
"2016-05",8117402.21060176
"2016-06",6759220.89689049
"2016-07",6878568.21365993
"2016-08",7588459.29673524
"2016-09",6850465.38156126
"2016-10",12682515.4232498
"2016-11",5780624.01533281
"2016-12",7176039.61784923
"2017-01",6862778.488977
"2017-02",7312165.44258527
"2017-03",7469282.2749594
"2017-04",7473591.24343524
"2017-05",7259452.85118568
"2017-06",5248733.91697613
"2017-07",7797106.14739431
"2017-08",8305022.30585722
"2017-09",8129172.04309955
"2017-10",8325616.37577312
"2017-11",9457473.14194261
"2017-12",8838976.34957729
"2018-01",6943443.31940825
"2018-02",7747238.71638876
"2018-03",7745515.49100445
"2018-04",7582720.61782411
"2018-05",8274691.32959688
"2018-06",8204158.70046752
"2018-07",7119088.28290559
"2018-08",7310644.87345172
"2018-09",7315480.68182116
"2018-10",6519814.38060807
"2018-11",7162006.22638602
"2018-12",7411973.71385341
"2019-01",7645432.26489248
"2019-02",7249227.97275089
"2019-03",7067253.87222486
"2019-04",7365738.21597334
"2019-05",7786897.69902441
"2019-06",7414750.38211623
"2019-07",7710401.28883126
"2019-08",7499510.80667134
"2019-09",7565805.65705738
"2019-10",7054695.3843155
"2019-11",7734890.62621873
"2019-12",7415687.98904274
"2020-01",7863632.02600459
"2020-02",7270832.12274625
"2020-03",7627038.92923905
"2020-04",7413158.20646887
"2020-05",8226490.30908377
"2020-06",8156032.60213552
"2020-07",8369239.45557784
"2020-08",9379973.14397971
"2020-09",9418723.37638479
"2020-10",8908476.74541629
"2020-11",8044161.88426707
"2020-12",6315925.31442518
"2021-01",8480206.87878642
"2021-02",8645508.18082137
"2021-03",8364254.13937598
"2021-04",8840568.91130448
"2021-05",9919060.19404965
"2021-06",9571617.20666667
"2021-07",9866012.0877551
"2021-08",10553482.708452
"2021-09",11188904.0069965
"2021-10",10130342.6117358
"2021-11",8327343.69404983
"2021-12",8901413.5143339
"2022-01",9433323.08093126
"2022-02",8864818.57831325
"2022-03",9207113.48378378
"2022-04",8741513.56133333
"2022-05",7413878.56956522
"2022-06",16729444.4444444
"2022-07",11104464.2857143
"2022-08",10343407.4074074
"2022-09",4672105.26315789
