"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","桃園區","房地(土地+建物)","桃園市桃園區大德一街90號五樓","15.01","住","1090406","土地1建物1車位0","五層","十層","華廈(10層含以下有電梯)","住家用","0821030","77.92","2","1","2","有","有","3800000","48768","","0",54.46,1.23,9.6,""
"2","桃園區","房地(土地+建物)","桃園市桃園區大有路５４０之１號十五樓","5.11","住","1090409","土地1建物1車位0","十五層","十九層","套房(1房1廳1衛)","住家用","0840419","49.18","1","1","1","有","有","2600000","52867","","0",36.5,0,4.26,""
"3","桃園區","房地(土地+建物)+車位","桃園市桃園區莊敬路一段181巷2號地下一層之一","37.05","住","1090416","土地1建物1車位2","十四層，十五層","十六層","住宅大樓(11層含以上有電梯)","住家用","0840519","274.35","4","2","2","有","有","13250000","48296","坡道平面","0",142.79,7.95,5.41,""
"4","桃園區","車位","桃園市桃園區民富八街２８巷１弄２３號","0.0","","1090320","土地0建物0車位1","一層","五層","其他","住家用","0850106","28.529999999999998","0","0","0","有","有","1100000","","坡道平面","1100000",0,0,0,""
"5","桃園區","房地(土地+建物)+車位","桃園市桃園區桃二街51號二樓之一","30.16","住","1090429","土地3建物1車位1","二層","五層","公寓(5樓含以下無電梯)","住家用","0820812","125.41","3","2","2","有","有","6800000","54222","坡道機械","0",80.8,0,7.98,""
"6","桃園區","房地(土地+建物)","桃園市桃園區三民路二段１９５號十二樓之８","3.31","商","1090322","土地2建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","0850118","34.59","1","1","1","有","有","1365000","39462","","0",18.47,0,6.13,""
"7","桃園區","房地(土地+建物)","桃園市桃園區縣府路２８８號三樓之二","23.64","住","1090408","土地2建物2車位0","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","0790507","103.31","2","2","2","有","有","5150000","49850","","0",79.31,2.47,11.78,""
"8","桃園區","房地(土地+建物)","桃園市桃園區壽星街8巷5弄7之2號","27.31","住","1090411","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0701024","85.13","3","2","1","有","無","4500000","52860","","0",85.13,0,0,""
"9","桃園區","房地(土地+建物)","桃園市桃園區大德三街６２巷３０號","73.12","住","1090329","土地1建物1車位0","全","四層","透天厝","住家用","0770914","177.94","5","2","3","有","有","9600000","53951","","0",159.93,7,11.01,""
"10","桃園區","房地(土地+建物)+車位","桃園市桃園區永安北路406號十二樓之2","28.35","住","1090321","土地1建物1車位1","十二層，十三層","十五層","住宅大樓(11層含以上有電梯)","住家用","0860221","185.11","5","2","2","有","有","10300000","55643","坡道平面","0",103.85,2.73,13.29,""
"11","桃園區","房地(土地+建物)+車位","桃園市桃園區江南十街３２巷２４號三樓","23.33","住","1090315","土地1建物1車位1","三層","十三層","住宅大樓(11層含以上有電梯)","住家用","0821104","159.57","3","2","2","有","有","7000000","43868","坡道平面","0",125.45,5.11,9.7,""
"12","桃園區","房地(土地+建物)+車位","桃園市桃園區中正路１３９2號三樓之五","10.75","住","1090329","土地1建物1車位1","三層","十六層","住宅大樓(11層含以上有電梯)","住家用","0830803","112.11","2","2","1","有","有","6800000","60655","坡道平面","0",91.87,0,3.33,""
"13","桃園區","房地(土地+建物)+車位","桃園市桃園區國強一街271號十三樓之2","9.46","商","1081113","土地1建物2車位1","十三層","十三層","住宅大樓(11層含以上有電梯)","住家用","0910620","130.34","2","2","1","有","有","7500000","57537","坡道平面","0",58.83,0,21.36,""
"14","桃園區","房地(土地+建物)+車位","桃園市桃園區大業路一段318之1號10樓","15.47","商","1090416","土地1建物1車位1","十層","十三層","住宅大樓(11層含以上有電梯)","住家用","0950103","146.95","3","2","2","有","有","9000000","61245","坡道平面","0",80.5,1.86,4.03,""
"15","桃園區","房地(土地+建物)","桃園市桃園區力行路３８５巷１７號十五樓","16.51","住","1090429","土地4建物1車位0","十五層","十五層","住宅大樓(11層含以上有電梯)","住家用","1060821","97.7","2","2","1","有","有","8000000","81883","","0",58.9,0,7.57,""
"16","桃園區","房地(土地+建物)+車位","桃園市桃園區天祥五街８９號四樓","24.29","住","1090321","土地1建物1車位1","四層","十三層","住宅大樓(11層含以上有電梯)","住家用","0881227","177.46","3","2","2","有","有","9850000","55505","坡道平面","0",90.99,2.4,10.34,""
"17","桃園區","房地(土地+建物)","桃園市桃園區江南十街32巷8號十二樓","16.27","住","1090323","土地1建物1車位0","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","0821104","108.44","3","2","2","有","有","5150000","47492","","0",83.57,0.99,9.77,""
"18","中壢區","房地(土地+建物)","桃園市中壢區興仁路二段９９號三樓之４７","7.04","住","1090502","土地1建物1車位0","三層","十層","套房(1房1廳1衛)","住家用","0950520","31.66","0","0","0","無","有","1540000","48642","","0",16.97,0.88,2.2,""
"19","中壢區","房地(土地+建物)","桃園市中壢區環中東路二段312巷10號二樓之3","3.1","都市：其他:道路用地、住宅區","1090414","土地1建物1車位0","二層","十四層","住宅大樓(11層含以上有電梯)","住家用","0880528","36.400000000000006","1","1","1","有","有","1680000","46154","","0",21.89,0,4.46,""
"20","中壢區","房地(土地+建物)","桃園市中壢區仁慈路102號十四樓","11.01","住","1090415","土地1建物1車位0","十四層","十六層","住宅大樓(11層含以上有電梯)","住家用","0830415","109.97999999999999","3","2","2","有","有","4300000","39098","","0",78.52,0,9.75,""
"21","中壢區","房地(土地+建物)","桃園市中壢區興忠街５０號三樓","40.6","住","1090423","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0791107","137.6","3","2","2","有","無","6750000","49055","","0",127.82,0,7.43,""
"22","中壢區","房地(土地+建物)","桃園市中壢區龍城新村17號","89.69","住","1090309","土地2建物1車位0","全","二層","透天厝","住家用","0670511","69.72","3","2","3","有","無","5600000","80321","","0",69.72,0,0,""
"23","中壢區","房地(土地+建物)","桃園市中壢區永福路６７２之２號九樓","11.71","住","1090416","土地1建物1車位0","九層","九層","華廈(10層含以下有電梯)","住家用","0881110","71.81","2","2","1","有","無","3900000","54310","","0",47.41,1.01,6.79,""
"24","中壢區","房地(土地+建物)","桃園市中壢區福安一街15巷12號五樓","24.29","住","1090427","土地1建物1車位0","五層","六層","華廈(10層含以下有電梯)","住家用","0820514","108.56","3","2","2","有","有","4800000","44215","","0",79.46,1.86,6.7,""
"25","中壢區","房地(土地+建物)","桃園市中壢區龍岡路三段４２６巷２６號","100.05","住","1090413","土地1建物1車位0","全","二層","透天厝","住家用","0730309","120.4","5","2","4","有","無","3800000","31561","","0",102,9.2,9.2,""
"26","中壢區","房地(土地+建物)","桃園市中壢區永康街２２號二樓","29.26","住","1090423","土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","0790305","114.04","5","0","5","有","無","5000000","43844","","0",95.19,0,9.07,""
"27","中壢區","房地(土地+建物)+車位","桃園市中壢區榮安一街５００號十三樓","35.39","住","1090216","土地1建物1車位1","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","0920710","188.07","3","2","2","有","有","6680000","35519","坡道平面","0",100.43,0,13.02,""
"28","中壢區","房地(土地+建物)+車位","桃園市中壢區永康三街４３之２號四樓　","14.62","住","1090418","土地1建物1車位1","四層","六層","華廈(10層含以下有電梯)","住家用","0820112","123.91","3","2","2","有","無","960875","7755","坡道機械","0",74.87,3.59,7.11,""
"29","龍潭區","房地(土地+建物)","桃園市龍潭區龍華路４５７巷６號","111.48","住","1090317","土地1建物1車位0","全","四層","透天厝","住家用","0840123","277.72","6","3","4","有","無","9800000","35287","","0",248.44,9.45,19.83,""
