"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","桃園區","房地(土地+建物)","中正路１３９６號十五樓之一","12.15","都市：其他:住宅區","1100111","土地1建物1車位0","十五層","十六層","住宅大樓(11層含以上有電梯)","住家用","0830803","115.85","3","2","2","有","有","7650000","66034","","0",79.89,0,13.92,"有"
"2","桃園區","房地(土地+建物)+車位","國強六街１８號九樓之１","57.78","都市：其他:第二種住宅區","1100114","土地1建物1車位1","九層，十層","十層","華廈(10層含以下有電梯)","住家用","0881117","169.01","4","2","3","有","有","8600000","50885","坡道機械","0",107.86,0,8.89,"有"
"3","桃園區","房地(土地+建物)+車位","民生路３０８之１號十二樓","5.64","都市：其他:河川區","1091225","土地2建物1車位1","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","0960906","79.96000000000001","1","1","1","有","有","5150000","64407","坡道平面","0",29.16,0,3.27,"有"
"4","桃園區","房地(土地+建物)","幸福路８６號十二樓","11.57","都市：其他:商業區","1090823","土地1建物1車位0","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","93.3","2","2","1","有","有","7700000","82529","","0",59.62,0,4,"有"
"5","桃園區","房地(土地+建物)+車位","幸福路６２號二樓","16.7","都市：其他:商業區","1090901","土地1建物1車位1","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","162.61","3","2","2","有","有","11500000","73666","坡道平面","1600000",80.28,0,11.29,"有"
"6","桃園區","房地(土地+建物)+車位","幸福路７０號二樓","11.24","都市：其他:商業區","1090522","土地1建物1車位1","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","118.4","2","2","1","有","有","7870000","71745","坡道平面","1400000",57.11,0,4.36,"有"
"7","桃園區","房地(土地+建物)+車位","幸福路３８號八樓","11.57","都市：其他:商業區","1090804","土地1建物1車位1","八層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","120.87","2","2","1","有","有","8480000","76417","坡道平面","1400000",58.83,0,4.38,"有"
"8","桃園區","房地(土地+建物)+車位","幸福路４０號五樓","11.3","都市：其他:商業區","1090804","土地1建物1車位1","五層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","119.02000000000001","2","2","1","有","有","7850000","71035","坡道平面","1400000",57.46,0,4.38,"有"
"9","桃園區","房地(土地+建物)","幸福路４０號六樓","11.24","都市：其他:商業區","1081108","土地1建物1車位0","六層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","90.79","2","2","1","有","有","6800000","74898","","0",57.46,0,4.38,"有"
"10","桃園區","房地(土地+建物)","幸福路４０號七樓","11.24","都市：其他:商業區","1081108","土地1建物1車位0","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","1091230","90.79","2","2","1","有","有","6800000","74898","","0",57.46,0,4.38,"有"
