"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","中區","房地(土地+建物)","臺中市中區成功路３０６巷１０號１６樓之１","9.62","商","1061018","土地1建物2車位0","十六層","十六層","套房(1房1廳1衛)","住家用","0821102","108.22","2","1","2","有","無","4100000","37886","","0",63.94,1.45,4.46,0
"2","西區","房地(土地+建物)","臺中市西區梅川西路二段３０號６樓之９","2.49","住","1061030","土地1建物1車位0","六層","十二層","套房(1房1廳1衛)","住家用","0790504","32.97","1","0","1","有","有","2070000","62784","","0",23.68,0,0,0
"3","西區","房地(土地+建物)","臺中市西區五廊街６３號４樓之１","17.86","住","1060929","土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","0771024","123.79","3","2","2","有","無","5660000","45723","","0",100.84,0,12.81,0
"4","西區","房地(土地+建物)","臺中市西區向上路１段１０５號９樓之３","3.04","商","1061017","土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","0830511","34.93","1","0","1","有","有","1800000","51532","","0",22.6,1.13,0,0
"5","北區","房地(土地+建物)","臺中市北區北平四街３７號","95.0","商","1060917","土地1建物1車位0","全","二層","透天厝","住家用","0760220","143.2","4","2","3","有","無","15000000","104749","","0",117.29,15.62,10.29,0
"6","北區","房地(土地+建物)","臺中市北區進化北路２６３號１０樓之８","4.45","住","1061021","土地1建物1車位0","十層","十三層","套房(1房1廳1衛)","住家用","0821014","47.540000000000006","1","0","1","有","有","1620000","34077","","0",27.94,0,0,0
"7","北屯區","房地(土地+建物)","臺中市北屯區國豐街２５３巷１９號","76.0","住","1061006","土地1建物1車位0","全","三層","透天厝","住家用","0780131","174.01","4","3","2","有","無","11800000","67812","","0",162.09,8.35,3.57,0
"8","北屯區","房地(土地+建物)+車位","臺中市北屯區松竹路二段362之1號14樓之1","21.17","住","1061010","土地1建物1車位1","十四層","十六層","住宅大樓(11層含以上有電梯)","住家用","0860722","167.66","4","2","2","有","有","8100000","48312","坡道機械","0",106.11,0,14.62,0
"9","北屯區","房地(土地+建物)","臺中市北屯區大連路一段２５２號５樓之１０","21.93","住","1061002","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0731123","79.08000000000001","2","2","1","有","有","4380000","55387","","0",61.94,0,8.18,0
"10","北屯區","房地(土地+建物)+車位","臺中市北屯區崇德二路二段１１０號四樓之5","23.06","商","1061007","土地1建物1車位1","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","1031006","182.3","3","2","2","有","有","12500000","68568","坡道平面","0",85.94,3.67,10.31,0
"11","北屯區","房地(土地+建物)","臺中市北屯區中清路二段４７９巷３０號","70.0","住","1061027","土地2建物1車位0","全","二層","透天厝","住家用","0620525","87.74","4","1","4","有","無","9800000","111694","","0",87.74,0,0,0
"12","北區","房地(土地+建物)+車位","臺中市北區東光東街５１號二樓","19.27","住","1061023","土地1建物1車位1","二層","十七層","住宅大樓(11層含以上有電梯)","住家用","0831214","151.53","4","2","2","有","有","4810000","31743","坡道機械","0",96.72,9.38,9.31,0
"13","北屯區","房地(土地+建物)+車位","臺中市北屯區崇德二路一段２４２號５樓之１","11.35","住","1061006","土地2建物1車位1","五層","八層","華廈(10層含以下有電梯)","住家用","0821230","77.16","2","1","1","有","無","3600000","46656","坡道機械","0",44.23,0,6.32,0
"14","北區","房地(土地+建物)","臺中市北區忠太東路１１９號６樓之１７","2.67","住","1061022","土地1建物1車位0","六層","二十一層","套房(1房1廳1衛)","住家用","0840607","32.33","1","0","1","有","有","1300000","40210","","0",16.66,0,3.15,0
"15","北屯區","房地(土地+建物)","臺中市北屯區大連路一段１６巷１２之４號","17.41","商","1061019","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0710912","61.449999999999996","2","1","1","有","無","1700000","27665","","0",44.03,0,11.66,0
"16","北區","房地(土地+建物)+車位","臺中市北區北興街１６５號２樓","44.49","住","1061004","土地1建物1車位1","二層","七層","華廈(10層含以下有電梯)","住家用","0741220","201.7","4","2","2","有","有","7830000","38820","坡道平面","0",146.06,0,14.2,0
"17","西屯區","房地(土地+建物)+車位","臺中市西屯區漢口路二段１３１之７號二十樓之２","10.27","商","1061014","土地1建物1車位1","二十層","二十層","住宅大樓(11層含以上有電梯)","住家用","0860122","147.01999999999998","3","2","2","有","有","9000000","61216","坡道平面","0",77.4,2.89,10.17,0
"18","西屯區","房地(土地+建物)","臺中市西屯區大弘三街７４號四樓之６","19.15","住","1061006","土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","0850608","114.66000000000001","3","2","2","有","無","6100000","53201","","0",74.67,1.41,8.82,0
"19","西屯區","房地(土地+建物)","臺中市西屯區逢甲路７５巷２８號６樓之３０","4.19","住","1061101","土地1建物2車位0","六層","八層","華廈(10層含以下有電梯)","住家用","0831108","25.88","1","0","1","有","有","1380000","53323","","0",14.82,0,2.28,0
"20","西屯區","房地(土地+建物)+車位","臺中市西屯區臺灣大道三段６８１號二樓","17.13","商","1061025","土地1建物1車位2","十三層","二十四層","住宅大樓(11層含以上有電梯)","住家用","1020603","278.37","4","3","2","有","有","18000000","64662","坡道平面","0",122.36,4.55,14.91,0
"21","南屯區","房地(土地+建物)","臺中市南屯區永春南路５３巷３號","58.0","住","1061024","土地1建物1車位0","全","二層","透天厝","住家用","0741203","100.84","2","1","2","有","無","5880000","58310","","0",84.8,9.8,6.24,0
