"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","桃園區","房地(土地+建物)","桃園縣桃園市國際路一段１１９５號七樓之２","9.79","住","1020110","土地1建物1車位0","七層","二十五層","住宅大樓(11層含以上有電梯)","住家用","0861128","105.41","3","2","2","有","有","5200000","49331","","0",86.07,0,8.18,0
"2","龜山區","房地(土地+建物)","桃園縣龜山鄉集美街３３巷１弄２號五樓","18.82","其他","1020120","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0710607","68.85","3","1","1","有","無","570000","8279","","0",55.35,0,13.5,0
"3","龜山區","房地(土地+建物)","桃園縣龜山鄉中和路１４０號四樓","27.43","住","1020102","土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","0690626","79.97","3","1","1","有","無","2380000","29761","","0",79.97,0,0,0
"4","桃園區","房地(土地+建物)","桃園縣桃園市民有十五街１６號七樓","38.15","住","1020120","土地1建物1車位0","七層","十層","住宅大樓(11層含以上有電梯)","住家用","0950124","155.74","4","2","2","有","有","5200000","33389","","0",101.13,0.64,10.69,0
"5","桃園區","房地(土地+建物)+車位","桃園縣桃園市大業路一段190號8樓","12.02","住","1020120","土地1建物1車位1","八層","十三層","住宅大樓(11層含以上有電梯)","住家用","0940302","132.59","3","2","2","有","有","6600000","49778","坡道平面","0",64.14,4.32,10.99,0
"6","桃園區","房地(土地+建物)","桃園縣桃園市新生路１９巷２５號三樓","18.4","住","1020123","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0830205","50.23","3","2","2","有","無","2600000","51762","","0",47.61,0,1.5,0
"7","桃園區","房地(土地+建物)+車位","桃園縣桃園市大興西路二段69巷116號三樓","21.38","住","1011229","土地2建物1車位1","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","1000309","152.6","3","2","2","有","有","10200000","66841","坡道平面","0",72.48,2.4,9.51,0
"8","龜山區","房地(土地+建物)","桃園縣龜山鄉幸福三街89號三樓","16.21","其他","1020122","土地2建物1車位0","三層，陽台","五層","公寓(5樓含以下無電梯)","住家用","0700407","78.44","3","2","1","有","無","1400000","17848","","0",78.44,0,0,0
"9","桃園區","房地(土地+建物)+車位","桃園縣桃園市寶山街１７５號十樓之２","23.29","住","1020109","土地1建物1車位1","十層","十層","華廈(10層含以下有電梯)","住家用","0911108","190.19","3","2","2","有","有","8500000","44692","坡道平面","0",90.07,2.51,7.1,0
"10","桃園區","房地(土地+建物)","桃園縣桃園市經國路８０號九樓","9.33","住","1020113","土地1建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","0930310","79.36","2","2","1","有","有","5200000","65524","","0",54.6,1.73,3.42,0
"11","桃園區","房地(土地+建物)+車位","桃園縣桃園市宏昌十二街５９５巷１４號三樓","25.7","住","1020108","土地1建物1車位2","三層","八層","華廈(10層含以下有電梯)","住家用","0840902","170.04000000000002","3","2","2","有","有","5400000","31757","坡道機械","0",90.29,1.37,14.63,0
"12","桃園區","房地(土地+建物)+車位","桃園縣桃園市中埔六街１０９號六樓","13.32","住","1011230","土地1建物2車位2","六層","十三層","住宅大樓(11層含以上有電梯)","住家用","0880721","138.28","3","2","2","有","無","8520000","61619","坡道平面","0",76.18,1.86,9.96,0
"13","桃園區","房地(土地+建物)+車位","桃園縣桃園市寶山街１９７之１號三樓","19.69","住","1020118","土地1建物2車位1","三層","十層","華廈(10層含以下有電梯)","住家用","0920623","144.67000000000002","3","2","2","有","有","6850000","47349","坡道平面","0",73.42,2.93,10.34,0
"14","中壢區","房地(土地+建物)","桃園縣中壢市民權路三段８７９之１５號","104.17","住","1011222","土地1建物1車位0","全","四層","透天厝","住家用","0850501","214.53","8","4","4","有","無","1334800","6222","","0",190.08,11.61,12.84,0
"15","中壢區","房地(土地+建物)","桃園縣中壢市福州二街４５３號五樓之３","9.4","住","1020115","土地1建物1車位0","五層","十三層","住宅大樓(11層含以上有電梯)","住家用","0850921","68.29","2","2","1","有","有","2300000","33680","","0",42.35,0,5.96,0
"16","中壢區","房地(土地+建物)","桃園縣中壢市合浦街７９號","20.65","住","1011226","土地1建物1車位0","一層","六層","華廈(10層含以下有電梯)","住家用","0800612","109.97","3","2","2","有","有","3800000","34555","","0",75.25,7.95,0,0
"17","中壢區","房地(土地+建物)+車位","桃園縣中壢市中園路２２號九樓之２２","5.28","住","1020123","土地1建物1車位1","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","0960301","104.25","2","2","1","有","有","4620000","44317","坡道平面","0",54.19,1.05,2.41,0
"18","中壢區","房地(土地+建物)","桃園縣中壢市龍川五街２３號二樓","19.22","住","1020111","土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","0830926","107.64","3","2","2","有","有","3080000","28614","","0",78.49,2.47,9.17,0
"19","中壢區","房地(土地+建物)","桃園縣中壢市自忠二街２８９號","54.0","其他","1020131","土地1建物1車位0","全","二層","透天厝","住家用","0650531","88.36","3","3","2","有","無","5000000","56587","","0",88.36,0,0,0
"20","中壢區","房地(土地+建物)","桃園縣中壢市西園路９０巷１５號四樓","22.6","工","1011120","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","0710929","82.1","3","2","1","有","無","1900000","23143","","0",64.34,0,17.76,0
"21","中壢區","房地(土地+建物)","桃園縣中壢市環中東路二段３１２巷１２號十二樓之１","5.42","其他","1020111","土地1建物1車位0","十二層","十四層","套房(1房1廳1衛)","住家用","0880528","40.54","1","1","1","有","無","2200000","54267","","0",35.82,0,4.72,0
"22","中壢區","房地(土地+建物)","桃園縣中壢市龍岡路三段37巷51弄2號","125.12","商","1011223","土地2建物1車位0","全","二層","透天厝","住家用","0681120","90.8","0","0","0","無","無","5350000","58921","","0",0,0,0,0
"23","中壢區","房地(土地+建物)","桃園縣中壢市大享街559號","81.17","","1011230","土地1建物1車位0","全","三層","透天厝","住家用","0841026","80.84","5","2","4","有","有","1296094","16033","","0",80.85,0,0,0
"24","中壢區","房地(土地+建物)","桃園縣中壢市黃興街７８巷５號四樓","18.6","住","1020131","土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","0710406","91.06","2","1","1","有","無","2600000","28553","","0",77.11,0,13.95,0
"25","中壢區","房地(土地+建物)","桃園縣中壢市環西路二段２２６巷３號九樓之７","6.48","商","1011221","土地1建物1車位0","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","0980703","51.239999999999995","2","1","1","有","有","3800000","74161","","0",42.71,0,6.77,0
"26","中壢區","房地(土地+建物)+車位","桃園縣中壢市龍川四街５３號六樓","27.47","住","1011213","土地1建物1車位2","六層","十三層","住宅大樓(11層含以上有電梯)","住家用","0980630","226.03","4","2","2","有","有","6800000","30085","坡道平面","0",90.2,5.83,12.71,0
"27","龍潭區","房地(土地+建物)","桃園縣龍潭鄉中興路１０９號","149.0","住","1011228","土地3建物1車位0","全","二層","透天厝","住家用","0520101","104.71","3","2","2","有","無","5600000","53481","","0",0,0,0,0
"28","龍潭區","建物","桃園縣龍潭鄉富華街３１５巷６弄１號","0.0","","1020107","土地0建物1車位0","一層","一層","華廈(10層含以下有電梯)","住家用","0841130","0.14","4","2","2","無","有","2300000","0","","0",0,0,0,0
"29","龍潭區","房地(土地+建物)+車位","桃園縣龍潭鄉富華街３１５巷６弄５之１號二樓","24.99","","1020107","土地1建物1車位1","二層","五層","華廈(10層含以下有電梯)","住家用","0841130","62.94","4","2","2","有","有","2300000","36543","坡道平面","0",56.44,0,6.5,0
"30","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３１號地下一樓之三","14.97","其他","1011215","土地2建物1車位0","地下一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","55.51","1","0","1","有","有","1040000","18735","","0",34.48,0,4.2,0
"31","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３１號地下一樓之四","12.47","其他","1011215","土地2建物1車位0","地下一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","49.62","1","0","1","有","有","930000","18742","","0",31.26,0,3.11,0
"32","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３５號地下一樓之九","12.47","其他","1011215","土地2建物1車位0","地下一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","48.03","1","0","1","有","有","900000","18738","","0",29.99,0,4.12,0
"33","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３５號地下一樓之十","14.97","其他","1011215","土地2建物1車位0","地下一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","56.67","1","0","1","有","有","1060000","18705","","0",36.57,0,3.11,0
"34","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３３號十一樓之十五","12.47","其他","1011223","土地2建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","44.81","1","0","1","有","有","980000","21870","","0",27.2,0,3.11,0
"35","大溪區","房地(土地+建物)","桃園縣大溪鎮福居街３巷１０號","57.0","住","1020117","土地1建物1車位0","全","二層","透天厝","住家用","0660809","99.92","3","2","3","有","無","4200000","42034","","0",0,0,0,0
"36","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３３號十二樓之十五","12.47","其他","1011223","土地2建物1車位0","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","44.81","1","0","1","有","有","980000","21870","","0",27.2,0,3.11,0
"37","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街１１號","32.43","其他","1011223","土地2建物1車位0","一層，二層","四層","公寓(5樓含以下無電梯)","住家用","0870407","122.39","3","2","3","有","有","3000000","24512","","0",101.69,0,18.67,0
"38","龍潭區","房地(土地+建物)","桃園縣龍潭鄉民強街３７號地下一樓之十二","14.97","其他","1011201","土地2建物1車位0","地下一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0870407","54.56","1","0","1","有","有","1020000","18695","","0",34.48,0,4.2,0
"39","龍潭區","房地(土地+建物)+車位","桃園縣龍潭鄉百年路２０號十二樓之三","36.87","住","1020118","土地2建物3車位1","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","0860626","155.04","3","2","2","有","有","3900000","25155","坡道平面","0",95.18,0,10.65,0
"40","楊梅區","房地(土地+建物)","桃園縣楊梅鎮楊湖路三段８４６巷６５弄２３１號","291.46","其他","1011225","土地3建物1車位0","全","四層","透天厝","住家用","1010920","363.25","7","2","3","有","有","11000000","30282","","0",297.71,22.94,42.6,0
"41","新屋區","房地(土地+建物)","桃園縣楊梅鎮中山路３６３巷５弄３號","95.12","住","1011231","土地1建物1車位0","全","三層","透天厝","住家用","0800625","137.45","3","2","3","有","無","2500000","18188","","0",131.07,6.38,0,0
"42","楊梅區","房地(土地+建物)","桃園縣楊梅鎮福羚路２００巷２７號五樓","14.9","住","1011231","土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","0820313","80.84","2","1","1","有","無","1900000","23503","","0",56.85,0,7.3,0
"43","楊梅區","房地(土地+建物)","桃園縣楊梅鎮大平街18巷2弄10號","76.0","住","1020104","土地1建物1車位0","全","二層","透天厝","住家用","0660607","77.9","4","2","4","有","無","6400000","82157","","0",77.9,0,0,0
