"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","北區","房地(土地+建物)","臺南市北區開元里北園街87巷119弄20號","67.0","住","1051225","土地1建物1車位0","全","三層","透天厝","住家用","0731022","155.7","4","2","3","有","無","6300000","40462","","0",144.27,0,11.43,0
"2","中西區","房地(土地+建物)","臺南市中西區開山路８９巷９號三樓之２","26.8","商","1060116","土地3建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0700720","103.35","3","2","2","有","無","2800000","27092","","0",85.92,0,0,0
"3","東區","房地(土地+建物)","臺南市東區大同路一段２４１巷６弄１０號５樓","29.73","其他","1051128","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0750610","121.52","3","2","2","有","無","2660000","21889","","0",90.78,0,11.55,0
"4","東區","房地(土地+建物)","臺南市東區林森路一段１６０號十二樓之３","5.78","商","1060119","土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","0790926","42.68","2","1","1","有","有","1095000","25656","","0",23.55,0,4.36,0
"5","東區","房地(土地+建物)","臺南市東區裕農路６４０號","81.0","住","1051114","土地2建物1車位0","一層，騎樓","一層","店面(店鋪)","住家用","0450620","42.13","2","2","2","有","無","17850000","","","0",42.13,0,0,0
"6","東區","房地(土地+建物)","臺南市東區崇善十二街２３之４號","19.57","住","1060116","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0701222","87.51","3","2","2","有","無","3650000","41710","","0",63.85,0,9.18,0
"7","東區","房地(土地+建物)","臺南市東區崇學里崇德路260號十二樓之4","4.62","商","1060112","土地1建物1車位0","十二層","十二層","套房(1房1廳1衛)","住家用","0810813","58.91","1","0","1","有","有","2400000","40740","","0",39.96,0,0,0
"8","新營區","房地(土地+建物)+車位","臺南市新營區復興路６２０巷１５弄１２號四樓","19.14","住","1051229","土地1建物1車位1","四層","七層","華廈(10層含以下有電梯)","住家用","0821019","114.13999999999999","3","2","2","有","有","3500000","30664","坡道平面","0",68.37,0.75,3.76,0
"9","柳營區","房地(土地+建物)","臺南市柳營區八翁里３鄰八老爺３２之６號","122.67","","1060107","土地1建物1車位0","全","三層","透天厝","住家用","1050910","172.03","4","2","3","有","無","6500000","37784","","0",164.73,0,7.3,0
"10","東山區","房地(土地+建物)","臺南市東山區青山里青山３０之１５號","77.0","","1051008","土地1建物1車位0","全","二層","透天厝","住家用","0781009","99.53","3","1","2","有","無","1560000","15674","","0",93.57,0,5.96,0
"11","歸仁區","房地(土地+建物)+車位","臺南市歸仁區許厝里忠孝北路１５號四樓","42.41","住","1060107","土地1建物1車位1","四層","五層","公寓(5樓含以下無電梯)","住家用","0820304","162.79","3","2","2","有","無","2850000","17508","坡道平面","0",90.32,1.56,10.34,0
"12","永康區","房地(土地+建物)","臺南市永康區竹園二街３２號","82.0","住","1051229","土地1建物1車位0","全","四層","透天厝","住家用","1031204","172.41","4","2","3","有","無","11300000","65541","","0",152.17,0,20.24,0
"13","永康區","房地(土地+建物)","臺南市永康區鹽行里中正路８７０號四樓之５","26.98","住","1060116","土地1建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","0820526","137.33","4","2","2","有","有","4420000","32185","","0",97.63,0,12.15,0
"14","永康區","房地(土地+建物)","臺南市永康區中山北路７０號七樓之３","14.13","住","1060118","土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","0841102","80.83","2","2","1","有","無","2100000","25980","","0",48.87,1.54,6.18,0
"15","佳里區","房地(土地+建物)","臺南市佳里區安西里光復路237號","34.0","商","1051206","土地1建物1車位0","全","二層","透天厝","住家用","0761223","43.58","0","0","0","無","無","3380000","77559","","0",41.15,0,2.44,0
"16","永康區","房地(土地+建物)+車位","臺南市永康區大同街830號二樓之3","29.07","商","1060102","土地1建物1車位1","二層","五層","華廈(10層含以下有電梯)","住家用","1050913","127.77","3","2","2","有","無","5700000","43226","升降平面","700000",82.31,0,8.18,0
"17","永康區","房地(土地+建物)+車位","臺南市永康區中華路５８巷６０號六樓之５","53.28","住","1051228","土地1建物1車位1","六層","十層","華廈(10層含以下有電梯)","住家用","0951215","195.34","4","2","2","有","有","6950000","35579","坡道平面","0",114.65,0,10.35,0
"18","永康區","房地(土地+建物)","臺南市永康區大灣路４０巷９３弄７號","82.0","住","1051208","土地1建物1車位0","全","三層","透天厝","住家用","1050519","185.5","5","2","3","有","無","13000000","70081","","0",167.56,0,17.94,0
"19","永康區","房地(土地+建物)","臺南市永康區大灣路４０巷９３弄２６號","103.0","住","1051209","土地1建物1車位0","全","三層","透天厝","住家用","1050519","189.64","5","2","4","有","無","13000000","68551","","0",181.02,0,8.62,0
"20","永康區","房地(土地+建物)","臺南市永康區龍潭里中山北路２６４巷２９０之３號","24.5","住","1051227","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","0830416","85.26","3","2","2","有","有","2680000","31433","","0",65.48,0,8.05,0
"21","永康區","房地(土地+建物)+車位","臺南市永康區埔園里自強路４９３之４號","27.9","住","1051231","土地1建物1車位1","二層","六層","華廈(10層含以下有電梯)","住家用","0830104","110.79","3","1","2","有","有","1600000","14442","其他","0",71.28,0,9.9,0
"22","永康區","房地(土地+建物)+車位","臺南市永康區東橋三路１３２號十樓之３","16.74","商","1060108","土地1建物1車位1","十層","二十層","住宅大樓(11層含以上有電梯)","住家用","1050512","161.25","3","2","2","有","有","7950000","49302","坡道平面","0",80.08,5.59,9.33,0
"23","仁德區","房地(土地+建物)","臺南市仁德區後壁里德崙路７０號七樓之１","17.27","住","1051227","土地2建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","0830922","96.42","3","2","2","有","有","2800000","29040","","0",73.64,0,3.94,0
