"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","桃園區","房地(土地+建物)","桃園市桃園區保羅街１１６之４號","33.4","住","1060325","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0751030","105.83","2","1","2","有","無","4800000","45356","","0",102.89,0,2.94,0
"2","桃園區","房地(土地+建物)+車位","桃園市桃園區文中路４７巷３７號五樓","18.33","住","1060412","土地1建物1車位1","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","0921031","183.7","4","2","2","有","有","10700000","58247","坡道平面","0",93.64,2.76,17.23,0
"3","桃園區","房地(土地+建物)+車位","桃園市桃園區大興路２９０巷２１號","36.23","住","1060407","土地1建物1車位1","一層","十五層","住宅大樓(11層含以上有電梯)","住家用","1020925","234.42000000000002","3","2","2","有","有","15600000","66547","坡道平面","0",131.41,0,10.72,0
"4","桃園區","房地(土地+建物)+車位","桃園市桃園區愛二街８５號十樓","19.91","住","1060412","土地1建物1車位1","十層","十三層","住宅大樓(11層含以上有電梯)","住家用","1001128","143.76","3","2","2","有","有","7600000","52866","坡道平面","0",65.61,2.81,9.32,0
"5","桃園區","房地(土地+建物)+車位","桃園市桃園區自強路１１５號五樓","19.12","住","1060405","土地1建物1車位1","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","0850706","195.60000000000002","4","2","2","有","有","10900000","55726","坡道平面","0",112.21,0,11.94,0
"6","桃園區","房地(土地+建物)","桃園市桃園區蓮埔街２９號七樓","27.02","住","1060408","土地1建物1車位0","七層","十六層","住宅大樓(11層含以上有電梯)","住家用","0791117","143.54","3","2","2","有","有","6700000","46677","","0",102.26,0,18.56,0
"7","桃園區","房地(土地+建物)+車位","桃園市桃園區慈文路２２號十一樓之３","15.97","住","1060324","土地1建物1車位1","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","1000303","131.44","2","2","1","有","有","7500000","57060","坡道平面","0",54.42,2.97,9.58,0
"8","桃園區","房地(土地+建物)+車位","桃園市桃園區同德十二街368號八樓","47.18","住","1060424","土地1建物1車位2","八層","二十一層","住宅大樓(11層含以上有電梯)","住家用","1030327","327.51","3","2","3","有","有","26500000","86127","坡道平面","3300000",155.13,11.37,16.8,0
"9","桃園區","房地(土地+建物)+車位","桃園市桃園區同德十二街362號十二樓","41.05","住","1060327","土地1建物1車位2","十二層","十九層","住宅大樓(11層含以上有電梯)","住家用","1030327","289.09000000000003","3","2","2","有","有","23500000","87465","坡道平面","3300000",138.06,5.89,13.27,0
"10","桃園區","房地(土地+建物)","桃園市桃園區經國路４０３號六樓之二","13.21","住","1060312","土地1建物1車位0","六層","十六層","住宅大樓(11層含以上有電梯)","住家用","0831026","109.25","3","2","2","有","有","6400000","58581","","0",74.8,0,11.78,0
"11","桃園區","房地(土地+建物)+車位","桃園市桃園區大興西路二段６９巷７０號十一樓","15.83","住","1060317","土地2建物1車位1","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","1000309","121.87","2","1","1","有","有","7780000","63839","坡道平面","0",53.68,1.32,7.81,0
"12","桃園區","房地(土地+建物)+車位","桃園市桃園區敬三街１９０巷２號四樓","17.11","住","1060407","土地1建物2車位1","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","0830908","127.85","3","2","2","有","有","6750000","52796","坡道平面","0",67.31,0,9.8,0
