"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","鼓山區","房地(土地+建物)+車位","高雄市鼓山區昌盛路３１０號五樓","11.62","商","1050718","土地1建物1車位1","五層","十五層","住宅大樓(11層含以上有電梯)","住家用","0951101","143.57","3","2","2","有","有","7880000","54886","坡道平面","0",76.83,1.13,7.76,0
"2","鼓山區","房地(土地+建物)","高雄市鼓山區文忠路５７號二樓","11.75","商","1050720","土地1建物1車位0","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","0940421","128.48000000000002","3","2","2","有","有","6500000","50592","","0",77.57,2.38,10.36,0
"3","前金區","房地(土地+建物)","高雄市前金區青年二路１５２之１號三樓","5.1","商","1050320","土地1建物1車位0","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040325","72.41","0","0","0","無","有","5270000","72780","","0",45.59,0,3.39,0
"4","新興區","房地(土地+建物)+車位","高雄市新興區復興一路８９號十樓之９","6.62","商","1050725","土地1建物1車位1","十層","十五層","住宅大樓(11層含以上有電梯)","住家用","1041023","95.09","2","1","1","有","有","7200000","75483","坡道機械","1150000",44.78,0,7.46,0
"5","前鎮區","房地(土地+建物)","高雄市前鎮區二聖路236號","54.0","住","1050609","土地1建物1車位0","全","五層","透天厝","住家用","1000719","235.15","5","3","3","有","無","16800000","71444","","0",202.13,0.38,32.64,0
"6","小港區","房地(土地+建物)","高雄市小港區高坪七十街５８號","142.0","住","1050722","土地1建物1車位0","一層，二層，三層，四層","四層","店面(店鋪)","住家用","1031013","266.59","5","2","5","有","無","12160000","45613","","0",231.89,0,34.7,0
"7","小港區","房地(土地+建物)","高雄市小港區高坪七十二街６７號","174.46","住","1050714","土地1建物1車位0","一層，二層，三層，四層，見其它登記事項","四層","店面(店鋪)","住家用","1031013","303.19","5","2","5","有","無","12180000","40173","","0",264.46,0,38.73,0
"8","前鎮區","房地(土地+建物)","高雄市前鎮區中華五路９６９巷１弄９號十二樓之３","39.43","其他","1050710","土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","0830726","180.59","4","2","2","有","有","6650000","36824","","0",109.56,0,12.82,0
"9","前鎮區","房地(土地+建物)","高雄市前鎮區新光路21號二十六樓之12","2.56","商","1050720","土地2建物1車位0","二十六層","三十九層","住宅大樓(11層含以上有電梯)","住家用","0880209","74.43","2","2","1","有","有","4860000","65296","","0",46.18,0,4.88,0
"10","前鎮區","房地(土地+建物)","高雄市前鎮區瑞吉街７號八樓","10.94","住","1050614","土地1建物1車位0","八層","十三層","住宅大樓(11層含以上有電梯)","住家用","0941227","87.11","2","2","1","有","有","4750000","54529","","0",55.87,2.65,4.6,0
"11","小港區","房地(土地+建物)","高雄市前鎮區高鳳路４５９巷１弄１１號十一樓","10.48","住","1050713","土地1建物1車位0","十一層","十六層","住宅大樓(11層含以上有電梯)","住家用","0840126","104.31","2","1","2","有","無","676739","6488","","0",71.71,0,8.96,0
"12","前鎮區","房地(土地+建物)","高雄市前鎮區鎮海六街８號","94.38","商","1050707","土地2建物1車位0","全","五層","透天厝","住家用","1041215","302.98","4","2","5","有","無","28500000","94066","","0",0,0,0,0
"13","三民區","房地(土地+建物)+車位","高雄市三民區大豐二路１１６之１１號十三樓","15.77","住","1050721","土地1建物1車位1","十三層","十五層","住宅大樓(11層含以上有電梯)","住家用","0941202","141.18","3","2","2","有","無","6200000","43916","坡道平面","0",77.14,2.31,12.13,0
"14","三民區","房地(土地+建物)","高雄市三民區覺民路２８５巷３８號六樓","10.22","住","1050722","土地2建物1車位0","六層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","79.74","2","2","1","有","有","5400000","67720","","0",44.41,1.91,5.58,0
"15","三民區","房地(土地+建物)","高雄市三民區覺民路２８５巷３８號十二樓","10.22","住","1050722","土地2建物1車位0","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","79.74","2","2","1","有","有","5700000","71482","","0",44.41,1.91,5.58,0
"16","三民區","房地(土地+建物)","高雄市三民區覺民路２８５巷２９號十一樓","10.2","住","1050722","土地2建物1車位0","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","79.62","2","2","1","有","有","5570000","69957","","0",44.4,2.18,5.2,0
"17","三民區","房地(土地+建物)+車位","高雄市三民區覺民路２８５巷３２號十四樓","12.2","住","1050718","土地2建物1車位1","十四層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","116.64","2","2","1","有","有","8900000","76303","坡道平面","0",48.87,4.24,5.92,0
"18","三民區","房地(土地+建物)+車位","高雄市三民區覺民路２８５巷４０號十二樓","11.38","住","1050722","土地2建物1車位1","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","110.53999999999999","2","2","1","有","有","7500000","67849","坡道平面","0",47.13,2.58,5.36,0
"19","三民區","房地(土地+建物)","高雄市三民區覺民路２８５巷２９號十樓","10.2","住","1050718","土地2建物1車位0","十層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","79.62","2","2","1","有","有","5700000","71590","","0",44.4,2.18,5.2,0
"20","三民區","房地(土地+建物)+車位","高雄市三民區覺民路２８５巷３９號四樓","17.57","住","1050719","土地2建物1車位1","四層","十五層","住宅大樓(11層含以上有電梯)","住家用","1040813","157.3","3","2","2","有","有","10000000","63573","坡道平面","0",74.99,4.75,5.66,0
"21","三民區","房地(土地+建物)","高雄市三民區鼎瑞街９９巷２１號","78.9","住","1050713","土地1建物1車位0","全","四層","透天厝","住家用","0850429","230.07999999999998","4","2","3","有","有","10700000","46506","","0",178.66,0,12.81,0
