"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","文山區","房地(土地+建物)","臺北市文山區景福街１２４號二樓","18.56","住","1040323","土地2建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","0690911","114.05","3","2","2","有","無","11800000","103463","","0",98.23,0,15.82,0
"2","文山區","房地(土地+建物)","臺北市文山區興隆路二段203巷5號2樓","28.39","住","1040320","土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","0681023","98.95","3","2","1","有","無","13260000","134007","","0",87.08,0,11.87,0
"3","文山區","房地(土地+建物)","臺北市文山區景明街14巷4號","39.75","住","1040322","土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","0601205","98.57","3","2","2","有","無","23900000","242467","","0",98.57,0,0,0
"4","文山區","房地(土地+建物)","臺北市文山區景興路１８８號二十樓之１０","3.79","商","1040417","土地1建物1車位0","二十層","二十四層","套房(1房1廳1衛)","住家用","0850104","46.42","1","1","1","有","有","5830000","125592","","0",20.3,0.97,2.11,0
"5","中正區","房地(土地+建物)","臺北市中正區寧波西街１８１巷１２號","28.75","住","1040415","土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","","78.93","2","2","1","有","無","12500000","158368","","0",78.93,0,0,0
"6","文山區","房地(土地+建物)","臺北市文山區興隆路三段２０７巷１４弄１５號三樓","24.12","住","1040324","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0730830","92.4","3","1","1","有","無","9000000","97403","","0",68.53,0,14.11,0
"7","文山區","房地(土地+建物)","臺北市文山區景文街１６３巷１２號三樓","33.0","商","1040318","土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","0790828","95.95","3","2","1","有","無","7000000","72955","","0",85.8,0,10.15,0
"8","文山區","房地(土地+建物)","臺北市文山區景文街１６３巷１２號四樓","33.0","商","1040318","土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","0790828","95.95","3","2","1","有","無","7000000","72955","","0",85.8,0,10.15,0
"9","萬華區","房地(土地+建物)","臺北市萬華區德昌街２２８號三樓","20.5","住","1040328","土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","0630319","69.09","3","2","1","有","無","7800000","112896","","0",69.09,0,0,0
"10","萬華區","房地(土地+建物)","臺北市萬華區環河南路一段７１號十一樓之４","1.77","商","1040409","土地1建物1車位0","十一層","十二層","套房(1房1廳1衛)","住家用","0660829","21.92","0","0","0","無","有","2160000","98540","","0",15.18,0,3.1,0
"11","大同區","房地(土地+建物)","臺北市大同區承德路一段７７巷９號","27.0","商","1040122","土地1建物4車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","0551107","85.46","4","4","4","有","無","8000000","93611","","0",85.47,0,0,0
"12","大同區","房地(土地+建物)","臺北市大同區南京西路４１０號五樓之２","9.01","其他","1040411","土地2建物1車位0","五層","十一層","住宅大樓(11層含以上有電梯)","住家用","0660420","91.44","3","1","1","有","有","3257925","35629","","0",66.14,0,9.51,0
"13","內湖區","房地(土地+建物)","臺北市內湖區大湖山莊街２１９巷３４弄３號二樓之７","10.62","住","1040412","土地1建物1車位0","二層","六層","華廈(10層含以下有電梯)","住家用","0810717","39.28","1","1","1","有","有","5900000","150204","","0",24.46,0,4.91,0
"14","內湖區","房地(土地+建物)+車位","臺北市內湖區大湖街１３１巷６１號四樓之１","21.5","住","1040330","土地2建物1車位1","四層","五層","華廈(10層含以下有電梯)","住家用","0860115","65.06","1","2","1","有","有","9700000","149093","坡道機械","0",28.3,0.99,6.01,0
"15","內湖區","房地(土地+建物)","臺北市內湖區內湖路三段115巷4弄3號","28.8","住","1040331","土地2建物1車位0","一層，平台","四層","公寓(5樓含以下無電梯)","住家用","","83.88","3","2","2","有","無","15000000","178827","","0",83.88,0,0,0
"16","中山區","房地(土地+建物)","臺北市中山區松江路５６２號五樓之１３","6.13","住","1040421","土地2建物1車位0","五層","六層","套房(1房1廳1衛)","住家用","0850719","35.769999999999996","0","0","0","無","有","6150000","171932","","0",19.01,0,5.33,0
"17","內湖區","房地(土地+建物)","臺北市內湖區安康路４３４巷１９弄１號二樓","33.08","住","1040401","土地2建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","0690813","96.78","3","2","1","有","無","9700000","100227","","0",81.83,0,14.95,0
"18","內湖區","房地(土地+建物)+車位","臺北市內湖區成功路四段167巷1號5樓之1","27.2","商","1040303","土地2建物1車位1","五層","十七層","住宅大樓(11層含以上有電梯)","住家用","0940627","239.08","3","2","2","有","有","46880000","196085","坡道平面","0",121.12,3.88,10.18,0
"19","中山區","房地(土地+建物)","臺北市中山區合江街１７巷６之３號","18.5","商","1040309","土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","","53.88","0","0","0","無","無","18000000","334076","","0",53.88,0,0,0
"20","中山區","房地(土地+建物)","臺北市中山區新生北路二段６８巷９號四樓之９","6.02","商","1040403","土地1建物1車位0","四層","十三層","住宅大樓(11層含以上有電梯)","住家用","0971229","71.64","2","2","1","有","有","15000000","209380","","0",38.93,3.96,4.18,0
