"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","中正區","房地(土地+建物)","臺北市中正區金門街６之７號","10.71","住","1051102","土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","","31.86","0","0","0","無","無","7710000","241996","","0",31.86,0,0,0
"2","中正區","車位","臺北市中正區羅斯福路二段８巷８號八樓之１","0.15","住","1060116","土地0建物0車位1","八層","九層","其他","住家用","1000408","15.84","0","0","0","有","有","1300000","","坡道機械","1300000",0,0,0,0
"3","中正區","房地(土地+建物)","臺北市中正區新生南路一段14號5樓之1","15.23","其他","1051221","土地2建物1車位0","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","0741210","121.09","3","2","2","有","有","27500000","227104","","0",89.95,0,13.02,0
"4","萬華區","房地(土地+建物)","臺北市萬華區長沙街二段45號9樓","17.0","商","1051211","土地2建物1車位0","九層","十層","華廈(10層含以下有電梯)","住家用","0721125","157.12","3","2","1","有","無","22080000","140530","","0",145.77,0,3.28,0
"5","中正區","房地(土地+建物)+車位","臺北市中正區中華路一段９５巷７號十樓","20.92","商","1051230","土地1建物1車位2","十層","二十五層","住宅大樓(11層含以上有電梯)","住家用","1050622","328.99","0","0","0","無","無","78500000","302036","坡道平面","6700000",145.48,0,16.03,0
"6","內湖區","房地(土地+建物)","臺北市內湖區康樂街151巷5之1號","18.41","住","1051217","土地1建物1車位0","一層","七層","華廈(10層含以下有電梯)","住家用","0830707","65.87","2","1","1","有","有","10400000","157887","","0",47.91,6.21,0,0
"7","中山區","房地(土地+建物)","臺北市中山區民權東路二段９２巷１弄９號２樓之１","12.32","住","1051221","土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","0810427","42.23","2","1","1","有","無","7300000","172863","","0",23.93,0,4.2,0
"8","中山區","房地(土地+建物)+車位","臺北市中山區長安東路二段１６６號七樓之２","8.2","商","1051224","土地1建物1車位1","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","1050411","148.92000000000002","0","0","0","無","有","32900000","311818","坡道平面","2900000",52.97,0,5.8,0
"9","內湖區","房地(土地+建物)+車位","臺北市內湖區安泰街８９號二樓之１","26.98","住","1051225","土地1建物1車位1","二層","十層","華廈(10層含以下有電梯)","住家用","0970619","173.57999999999998","3","2","2","有","有","15680000","90333","坡道平面","0",72.89,7.58,11.69,0
"10","內湖區","房地(土地+建物)+車位","臺北市內湖區民權東路六段１９１巷１７號三樓","56.53","住","1051231","土地1建物1車位1","三層","五層","公寓(5樓含以下無電梯)","住家用","0980120","139.39","2","1","2","有","無","23800000","170744","坡道機械","0",72.87,8.86,8.33,0
