"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","安平區","房地(土地+建物)+車位","臺南市安平區建平八街４５０巷１號八樓之１１","17.65","住","1040330","土地2建物1車位1","八層","九層","華廈(10層含以下有電梯)","住家用","0830330","128.49","3","2","2","有","有","4300000","33466","坡道平面","0",47.84,20.08,15.29,0
"2","中西區","房地(土地+建物)","臺南市中西區中成路１８號六樓之３","3.19","商","1040330","土地1建物1車位0","六層","二十層","住宅大樓(11層含以上有電梯)","住家用","0860127","37.55","1","0","1","有","有","1650000","43941","","0",23,0,2.46,0
"3","安平區","房地(土地+建物)","臺南市安平區府平路３６６號五樓之９","10.23","商","1040417","土地1建物1車位0","五層，走廊","十二層","住宅大樓(11層含以上有電梯)","住家用","0850427","98.28","3","2","2","有","有","3300000","33578","","0",63.7,0,14.5,0
"4","安平區","房地(土地+建物)","臺南市安平區國平路552巷94號3樓之3","21.43","住","1040403","土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","0800624","137.6","3","2","2","有","有","4400000","31977","","0",100.13,0,4.87,0
"5","中西區","房地(土地+建物)","臺南市中西區武英街１９號","41.0","住","1040402","土地1建物1車位0","全","二層","透天厝","住家用","0550101","79.74","4","2","3","有","無","5200000","65212","","0",79.74,0,0,0
"6","北區","房地(土地+建物)","臺南市北區長榮路四段３１巷３６號","47.44","住","1040427","土地2建物1車位0","一層，夾層","五層","公寓(5樓含以下無電梯)","住家用","0731224","158.36","4","2","2","有","無","6000000","37888","","0",138.16,0,3.42,0
"7","安平區","房地(土地+建物)","臺南市安平區永華五街９１號二樓之４","16.02","住","1040409","土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","0830323","80.09","3","2","2","有","有","3500000","43701","","0",60.88,0,5.8,0
"8","北區","建物","臺南市北區公園路９１８巷４２之７號","0.0","","1040413","土地0建物1車位0","全","二層","透天厝","住家用","0611018","73.0","3","2","2","有","無","1500000","20548","","0",73,0,0,0
"9","安平區","房地(土地+建物)","臺南市安平區永華八街１９３巷３號四樓之３","11.75","住","1040417","土地1建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","0811222","49.5","0","0","0","無","無","1200000","24242","","0",34.72,0,0,0
"10","安平區","房地(土地+建物)","臺南市安平區永華八街３１１號","102.0","住","1040403","土地1建物1車位0","全","二層","透天厝","住家用","0760502","139.54","5","2","3","有","無","7300000","52315","","0",130.72,0,8.84,0
"11","中西區","房地(土地+建物)","臺南市中西區西門路二段３０７巷２２號六樓之１","4.15","商","1040414","土地2建物1車位0","六層","七層","套房(1房1廳1衛)","住家用","0810421","26.95","1","1","1","有","無","550000","20408","","0",0,0,0,0
"12","北區","房地(土地+建物)","臺南市北區開南街２７５巷２０弄３０號","84.0","其他","1040322","土地1建物1車位0","全","二層","透天厝","住家用","0690119","80.62","2","2","3","有","無","3600000","44654","","0",80.62,0,0,0
"13","東區","房地(土地+建物)+車位","臺南市東區龍山街７９號","10.19","商","1040421","土地1建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","0960906","120.45","2","2","1","有","有","7000000","58111","坡道平面","0",60.76,0.95,2.71,0
"14","東區","房地(土地+建物)","臺南市東區中華東路一段１２號七樓之７","5.64","商","1040413","土地1建物1車位0","七層","十四層","套房(1房1廳1衛)","住家用","0930712","57.36","1","1","1","有","有","3600000","62762","","0",38.63,0,5.34,0
"15","東區","房地(土地+建物)","臺南市東區自強里中華東路二段167號六樓之8","2.96","其他","1040415","土地1建物1車位0","六層","十四層","套房(1房1廳1衛)","住家用","0970229","34.19","1","0","1","有","有","1730000","50600","","0",17.29,0,4.41,0
"16","東區","房地(土地+建物)+車位","臺南市東區自由路二段２６號二樓之５","22.22","住","1040406","土地2建物2車位1","二層","十四層","住宅大樓(11層含以上有電梯)","住家用","0890829","143.13","3","2","2","有","有","6100000","42619","其他","0",76.79,4.09,10.11,0
"17","東區","房地(土地+建物)","臺南市東區富強里裕農路３０８號十三樓之２","19.34","住","1040422","土地1建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","0811002","93.23","2","2","2","有","無","5680000","60925","","0",0,0,0,0
