"","鄉鎮市區","交易標的","土地位置建物門牌","土地移轉總面積平方公尺","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位總價元","主建物面積","附屬建物面積","陽台面積","電梯"
"1","西區","房地(土地+建物)","向上南路一段１３３巷１０號","87.0","都市：其他:第二種住宅區","1100201","土地1建物1車位0","全","二層","透天厝","住家用","0640725","100.68","3","2","2","有","無","12600000","125149","","0",100.68,0,0,"無"
"2","南區","房地(土地+建物)+車位","工學二街１１５巷３９號５樓之２","17.86","都市：其他:第三種住宅區。","1100203","土地1建物1車位1","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","0870930","130.78","3","2","2","有","有","8415000","64345","坡道平面","0",78.17,4.86,0,"有"
"3","南區","房地(土地+建物)","德富路９０號８樓之３","16.2","都市：其他:第二種住宅區","1100117","土地3建物1車位0","八層","九層","華廈(10層含以下有電梯)","住家用","0871219","100.30000000000001","3","2","2","有","有","7380000","73579","","0",63.89,10.23,0,"有"
"4","南區","房地(土地+建物)+車位","忠明南路７３０巷４２號１２樓","14.62","都市：其他:第三種住宅區。","1100122","土地1建物1車位1","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","0811120","116.50999999999999","3","2","2","有","有","5700000","48919","坡道機械","0",97.24,9.86,0,"有"
"5","西區","房地(土地+建物)","忠誠街１２９號三樓","19.6","都市：其他:第二種住宅區","1100129","土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0701202","77.47","3","2","2","有","無","4900000","63250","","0",77.47,0,0,"無"
"6","北區","房地(土地+建物)+車位","青島東街１號１１樓之３","11.7","都市：其他:第二種住宅區","1100125","土地1建物1車位1","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","0951225","119.77","2","2","1","有","有","9380000","87169","坡道機械","800000",67.81,0,5.05,"有"
"7","北區","房地(土地+建物)+車位","天津路二段４９巷３之１號","16.7","都市：其他:第二種住宅區","1100130","土地1建物1車位1","一層","九層","華廈(10層含以下有電梯)","住家用","0830430","127.37","3","2","2","有","有","7000000","54958","坡道平面","0",74.88,11.55,0,"有"
"8","北屯區","房地(土地+建物)","天祥街１１３之２號","20.0","都市：其他:第二種住宅區","1100130","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","0680316","67.72","3","2","1","有","無","3800000","56113","","0",67.72,0,0,"無"
"9","北屯區","房地(土地+建物)+車位","中清路二段４１５巷５１號二樓之６","22.8","都市：其他:第二種住宅區","1100107","土地1建物1車位1","二層","六層","華廈(10層含以下有電梯)","住家用","0840429","127.13","3","2","2","有","無","6780000","53331","升降機械","0",83.07,2.83,9.26,"有"
"10","北屯區","房地(土地+建物)","遼陽四街７９之５號","15.17","都市：其他:第二種住宅區","1091231","土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","0791015","92.18","2","2","1","有","有","4400000","47733","","0",63.23,1.47,4.23,"有"
"11","北區","房地(土地+建物)","漢陽街１１０號四樓之１１","4.25","都市：其他:第二種住宅區","1100228","土地1建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","0830723","25.02","0","0","0","無","有","1430000","57154","","0",17.87,0.92,0,"有"
"12","北屯區","房地(土地+建物)+車位","熱河路三段１８７號十二樓之６","24.1","都市：其他:第三之一種商業區","1100128","土地1建物1車位2","十二層","十九層","住宅大樓(11層含以上有電梯)","住家用","1020207","290.2","4","2","2","有","有","20500000","70641","坡道平面","0",127.6,3.41,24.46,"有"
"13","北屯區","房地(土地+建物)+車位","水景街８８巷７號５樓","22.42","都市：其他:第二種住宅區","1100117","土地2建物1車位1","五層","六層","華廈(10層含以下有電梯)","住家用","0791228","113.64","3","1","1","有","有","4850000","42679","坡道平面","0",72.29,0,9.17,"有"
"14","北區","房地(土地+建物)","五常街３８０號十四樓之４０","2.67","都市：其他:第一種商業區","1100204","土地1建物1車位0","十四層","十七層","住宅大樓(11層含以上有電梯)","住家用","0971128","28.33","1","0","1","有","有","2780000","98129","","0",15.9,0,1.48,"有"
"15","北屯區","房地(土地+建物)+車位","天津路四段２７１號６樓","26.83","都市：其他:第二種住宅區","1091215","土地2建物1車位1","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","0831005","204.82","3","2","2","有","有","10080000","49214","坡道平面","0",109.38,38.36,6.88,"有"
"16","北區","房地(土地+建物)","崇德路一段２５６巷３之３１號","23.0","都市：其他:第三種住宅區。","1100201","土地1建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","0701212","132.17000000000002","3","2","2","有","有","6800000","51449","","0",95.42,3.3,8.16,"有"
"17","北區","房地(土地+建物)+車位","英才路２５６號８樓之３","15.34","都市：其他:第二種住宅區","1100218","土地1建物1車位1","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","0881104","144.57","3","2","2","有","有","10000000","69171","坡道機械","0",84.4,2.47,14.04,"有"
"18","北區","房地(土地+建物)","賴厝街６６號五樓","26.86","都市：其他:第二之一種商業區","1100124","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","0691027","83.41","3","2","2","有","無","3500000","41961","","0",83.41,0,0,"無"
"19","北區","房地(土地+建物)","五常街３８０號四樓之１５","2.87","都市：其他:第一種商業區","1100223","土地1建物1車位0","四層","十七層","住宅大樓(11層含以上有電梯)","住家用","0971128","30.36","1","0","1","有","有","2680000","88274","","0",17.04,0,1.59,"有"
"20","北屯區","房地(土地+建物)","旅順路一段２０號５樓之１","14.41","都市：其他:第二種住宅區","1100208","土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","0790801","90.31","2","2","1","有","有","4820000","53372","","0",50.71,0.78,6.22,"有"
"21","南屯區","房地(土地+建物)+車位","文心南六路２０巷２７號","149.16","都市：其他:第一種住宅區","1100113","土地1建物1車位1","全","四層","透天厝","住家用","0960322","195.34","5","2","6","有","無","14680000","75151","一樓平面","0",172.11,23.24,0,"有"
"22","西屯區","房地(土地+建物)","大墩十七街１１０號三樓之８","7.96","都市：其他:第三種住宅區。","1100131","土地2建物1車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","0961122","69.45","1","1","1","有","有","5800000","83513","","0",39.68,6.86,0,"有"
"23","西屯區","房地(土地+建物)+車位","福科路９６１巷９號十二樓之１","16.08","都市：其他:第三之一種住宅區","1100131","土地1建物1車位1","十二層","十六層","住宅大樓(11層含以上有電梯)","住家用","0830723","144.54","4","2","2","有","有","6880000","47599","坡道平面","0",100.38,12.87,0,"有"
"24","南屯區","房地(土地+建物)","保安六街１４３號九樓之３","12.85","都市：其他:第二種住宅區","1100127","土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","0830523","109.47","3","2","2","有","有","5650000","51612","","0",74.87,13.27,0,"有"
"25","南屯區","房地(土地+建物)+車位","文心路一段８５號四樓之１","12.14","都市：其他:第三種住宅區。","1100207","土地1建物1車位1","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","0921230","129.57","3","2","2","有","有","10050000","77564","坡道機械","0",73.48,18.22,0,"有"
"26","西屯區","房地(土地+建物)+車位","臺灣大道二段８８８號十樓之１９","6.14","都市：其他:第三種住宅區。","1100203","土地1建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","0951124","68.83","1","1","1","有","有","6400000","92983","坡道機械","0",32.73,6.69,0,"有"
"27","南屯區","房地(土地+建物)","和成巷３１號","127.0","都市：其他:第二之二種住宅區","1100111","土地1建物1車位0","全","二層","透天厝","住家用","0730802","185.51","5","3","3","有","無","17500000","94335","","0",158.72,26.79,0,"無"
"28","西屯區","房地(土地+建物)","青海路一段９５號九樓之１７","6.53","都市：其他:第二種住宅區","1100220","土地1建物1車位0","九層","十一層","住宅大樓(11層含以上有電梯)","住家用","0830629","56.85","1","1","1","有","有","4350000","76517","","0",34.16,7.44,0,"有"
"29","西屯區","房地(土地+建物)+車位","工業區一路９６之９號九樓之２","15.79","都市：其他:第三種住宅區。","1100126","土地1建物1車位1","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","0970711","139.74","3","2","2","有","有","10200000","72993","坡道平面","0",65.94,10.07,0,"有"
"30","西屯區","房地(土地+建物)","精明二街２巷８號","103.0","都市：其他:第二種住宅區","1091205","土地2建物1車位0","全","三層","透天厝","住家用","0701021","160.7","4","2","3","有","無","16300000","101431","","0",160.7,0,0,"無"
"31","西屯區","房地(土地+建物)+車位","臺灣大道三段５９０號十六樓之１６","23.8","都市：其他:第三種商業區","1100128","土地1建物1車位2","十六層","二十四層","住宅大樓(11層含以上有電梯)","住家用","0991021","340.67","0","0","0","無","有","23300000","68395","坡道機械","0",179.32,35.59,0,"有"
"32","西屯區","房地(土地+建物)","漢成街１４３之２號","25.79","都市：其他:第二種住宅區","1100208","土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","0810128","151.09","4","2","2","有","有","7400000","48977","","0",118.1,8.83,0,"有"
"33","西屯區","房地(土地+建物)+車位","臺灣大道四段１２６２號十一樓之１","26.18","都市：其他:第三之一種住宅區","1100117","土地1建物1車位2","十一層","二十六層","住宅大樓(11層含以上有電梯)","住家用","1020125","391.04999999999995","4","2","3","有","有","31800000","81320","坡道平面","0",191.9,44.76,0,"有"
"34","南屯區","房地(土地+建物)+車位","義芳街２７號九樓之１","19.25","都市：其他:第三之二種住宅區","1100220","土地1建物1車位1","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","1030520","160.08","3","2","2","有","有","10380000","64843","坡道平面","0",74.6,11.44,0,"有"
"35","南屯區","房地(土地+建物)","東興路一段６６５巷３６號","72.0","都市：其他:第二種住宅區","1100125","土地1建物1車位0","全","二層","透天厝","住家用","0690311","90.18","4","2","3","有","無","15000000","166334","","0",90.18,0,0,"無"
"36","南屯區","房地(土地+建物)","保安六街１４３號五樓之３","6.42","都市：其他:第二種住宅區","1100228","土地1建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","0830523","54.730000000000004","3","2","2","有","有","2150000","39284","","0",37.44,6.64,0,"有"
"37","豐原區","房地(土地+建物)","中興路３３巷２０號","67.0","都市：其他:第三種住宅區。","1090919","土地1建物1車位0","全","二層","透天厝","住家用","0540131","83.41","3","2","2","有","無","7093625","85045","","0",83.41,0,0,"無"
"38","豐原區","房地(土地+建物)","中興路３３巷２１號","78.0","都市：其他:第三種住宅區。","1090919","土地1建物1車位0","全","二層","透天厝","住家用","0570509","111.68","3","2","2","有","無","8258250","73946","","0",111.68,0,0,"無"
"39","豐原區","房地(土地+建物)","中興路３３巷２２號","82.0","都市：其他:第三種住宅區。","1090919","土地1建物1車位0","全","二層","透天厝","住家用","0551219","85.5","4","2","1","有","無","9980000","116725","","0",0,0,0,"無"
"40","大甲區","房地(土地+建物)","新政路１１６巷２９號","83.0","都市：其他:住宅區","1100117","土地1建物1車位0","全","二層","透天厝","住家用","0570415","81.2","3","2","1","有","無","3620000","44581","","0",81.2,0,0,"無"
"41","清水區","房地(土地+建物)","橋江北街二段１６５巷３３之５號","85.09","都市：其他:農業區","1081027","土地2建物1車位0","全","四層","透天厝","住家用","1091111","173.15","3","3","4","有","無","7300000","42160","","0",167.1,6.05,0,"無"
"42","大雅區","房地(土地+建物)","神林南路４３巷１弄１２號","68.86","都市：其他:住宅區","1100206","土地2建物1車位0","全","二層","透天厝","住家用","0680614","89.66","4","3","2","有","無","7500000","83649","","0",89.66,0,0,"無"
"43","大里區","房地(土地+建物)+車位","五福二街９８之１號","73.95","都市：其他:住宅區","1100126","土地1建物1車位1","全","四層","透天厝","住家用","0830622","208.51999999999998","4","2","4","有","有","8160000","39133","坡道平面","0",126.04,27.97,0,"有"
"44","霧峰區","房地(土地+建物)","民生路２９６巷６７弄１４號","101.48","","1100114","土地1建物1車位0","全","二層","透天厝","住家用","0690329","81.62","3","3","2","有","無","1320000","16173","","0",81.62,0,0,"無"
"45","太平區","房地(土地+建物)","長安十一街７巷３３號","141.14","","1100105","土地1建物1車位0","全","二層","透天厝","住家用","0690205","101.2","3","2","2","有","無","9080000","89723","","0",101.2,0,0,"無"
"46","北屯區","房地(土地+建物)","昌平路二段５０之６巷１３號九樓之６","5.21","都市：其他:第一種商業區","1100223","土地2建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","0801228","37.589999999999996","1","0","1","有","有","1280000","34052","","0",22.58,0,0,"有"
"47","北區","房地(土地+建物)+車位","忠太東路８號１３樓之２","35.99","都市：其他:第三種住宅區。","1100130","土地1建物2車位2","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","0901121","399.78999999999996","5","2","3","有","有","28800000","73057","坡道平面","3000000",215.53,1.96,37.55,"有"
"48","南屯區","房地(土地+建物)","永春路８０巷１０號地下層","20.58","都市：其他:第二種住宅區","1100207","土地3建物1車位0","地下層","五層","華廈(10層含以下有電梯)","住家用","0830122","83.85000000000001","3","3","3","有","有","4880000","58199","","0",63.82,2.8,0,"有"
"49","龍井區","房地(土地+建物)+車位","龍社路２７巷２４號","97.84","都市：其他:第二種住宅區","1100110","土地2建物1車位1","全","四層","透天厝","住家用","0840125","142.19","4","3","3","有","無","8360000","58795","一樓平面","0",132.54,9.65,0,"無"
"50","南屯區","房地(土地+建物)+車位","大墩四街３２６之５號三樓","20.42","都市：其他:第三種住宅區。","1100113","土地2建物1車位1","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","0860922","143.44","3","2","2","有","有","6800000","47407","坡道平面","0",78.67,14.54,0,"有"
"51","西屯區","房地(土地+建物)+車位","皇城街７６號十三樓之１","29.05","都市：其他:第二種住宅區","1100128","土地1建物1車位1","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","0960625","180.89","3","2","2","有","有","11500000","63575","坡道平面","1000000",98.55,11.12,0,"有"
